Epoch: 00, Loss: 54.0494, Train acc: 95.90%, Valid acc: 95.66%, Test acc: 95.80%, Train rocauc: 71.85%, Valid rocauc: 71.39%, Test rocauc: 71.69%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 40, Loss: 9.9696, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.18%, Valid rocauc: 94.04%, Test rocauc: 94.33%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 41, Loss: 9.9577, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.19%, Valid rocauc: 94.06%, Test rocauc: 94.34%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 42, Loss: 9.9566, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.21%, Valid rocauc: 94.07%, Test rocauc: 94.36%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 43, Loss: 9.9519, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.23%, Valid rocauc: 94.09%, Test rocauc: 94.38%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 44, Loss: 9.9332, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.26%, Valid rocauc: 94.11%, Test rocauc: 94.40%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 45, Loss: 9.9010, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.28%, Valid rocauc: 94.13%, Test rocauc: 94.42%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 46, Loss: 9.8655, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.31%, Valid rocauc: 94.15%, Test rocauc: 94.44%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 47, Loss: 9.8376, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.34%, Valid rocauc: 94.18%, Test rocauc: 94.46%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 48, Loss: 9.8221, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.37%, Valid rocauc: 94.20%, Test rocauc: 94.48%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 49, Loss: 9.8154, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.40%, Valid rocauc: 94.22%, Test rocauc: 94.50%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 50, Loss: 9.8097, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.42%, Valid rocauc: 94.24%, Test rocauc: 94.52%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 51, Loss: 9.7984, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.45%, Valid rocauc: 94.26%, Test rocauc: 94.54%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 52, Loss: 9.7792, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.47%, Valid rocauc: 94.28%, Test rocauc: 94.56%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 53, Loss: 9.7546, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.50%, Valid rocauc: 94.30%, Test rocauc: 94.58%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 54, Loss: 9.7304, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.52%, Valid rocauc: 94.32%, Test rocauc: 94.59%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 55, Loss: 9.7114, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.54%, Valid rocauc: 94.34%, Test rocauc: 94.61%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 56, Loss: 9.6984, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.57%, Valid rocauc: 94.36%, Test rocauc: 94.63%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 57, Loss: 9.6881, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.60%, Valid rocauc: 94.38%, Test rocauc: 94.65%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 58, Loss: 9.6756, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.64%, Valid rocauc: 94.41%, Test rocauc: 94.67%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 59, Loss: 9.6583, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.67%, Valid rocauc: 94.44%, Test rocauc: 94.70%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 60, Loss: 9.6381, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.71%, Valid rocauc: 94.47%, Test rocauc: 94.72%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 61, Loss: 9.6191, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.75%, Valid rocauc: 94.50%, Test rocauc: 94.74%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 62, Loss: 9.6038, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.80%, Valid rocauc: 94.53%, Test rocauc: 94.77%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 63, Loss: 9.5914, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.84%, Valid rocauc: 94.56%, Test rocauc: 94.79%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 64, Loss: 9.5790, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.88%, Valid rocauc: 94.58%, Test rocauc: 94.82%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 65, Loss: 9.5640, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.92%, Valid rocauc: 94.61%, Test rocauc: 94.84%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 66, Loss: 9.5460, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.96%, Valid rocauc: 94.64%, Test rocauc: 94.86%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 67, Loss: 9.5272, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 94.99%, Valid rocauc: 94.67%, Test rocauc: 94.88%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 68, Loss: 9.5098, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.03%, Valid rocauc: 94.69%, Test rocauc: 94.90%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 69, Loss: 9.4945, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.06%, Valid rocauc: 94.72%, Test rocauc: 94.92%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 70, Loss: 9.4797, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.09%, Valid rocauc: 94.74%, Test rocauc: 94.94%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 71, Loss: 9.4630, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.12%, Valid rocauc: 94.77%, Test rocauc: 94.95%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 72, Loss: 9.4441, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.14%, Valid rocauc: 94.79%, Test rocauc: 94.96%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 73, Loss: 9.4246, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.16%, Valid rocauc: 94.81%, Test rocauc: 94.98%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 74, Loss: 9.4058, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.18%, Valid rocauc: 94.82%, Test rocauc: 94.99%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 75, Loss: 9.3870, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.21%, Valid rocauc: 94.84%, Test rocauc: 95.00%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 76, Loss: 9.3657, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.23%, Valid rocauc: 94.86%, Test rocauc: 95.01%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 77, Loss: 9.3407, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.25%, Valid rocauc: 94.87%, Test rocauc: 95.03%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 78, Loss: 9.3132, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.27%, Valid rocauc: 94.89%, Test rocauc: 95.04%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 79, Loss: 9.2863, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.30%, Valid rocauc: 94.91%, Test rocauc: 95.05%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 80, Loss: 9.2634, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.33%, Valid rocauc: 94.94%, Test rocauc: 95.07%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 81, Loss: 9.2433, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.37%, Valid rocauc: 94.96%, Test rocauc: 95.09%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 82, Loss: 9.2228, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.41%, Valid rocauc: 94.99%, Test rocauc: 95.11%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 83, Loss: 9.2005, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.46%, Valid rocauc: 95.02%, Test rocauc: 95.13%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 84, Loss: 9.1752, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.51%, Valid rocauc: 95.05%, Test rocauc: 95.15%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 85, Loss: 9.1451, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.56%, Valid rocauc: 95.08%, Test rocauc: 95.18%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 86, Loss: 9.1124, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.61%, Valid rocauc: 95.11%, Test rocauc: 95.20%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 87, Loss: 9.0812, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.67%, Valid rocauc: 95.14%, Test rocauc: 95.22%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 88, Loss: 9.0500, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.72%, Valid rocauc: 95.17%, Test rocauc: 95.25%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 89, Loss: 9.0192, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.78%, Valid rocauc: 95.20%, Test rocauc: 95.27%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 90, Loss: 8.9883, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.83%, Valid rocauc: 95.23%, Test rocauc: 95.29%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 91, Loss: 8.9521, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.89%, Valid rocauc: 95.25%, Test rocauc: 95.31%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 92, Loss: 8.9127, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.93%, Valid rocauc: 95.28%, Test rocauc: 95.33%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 93, Loss: 8.8693, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 95.85%, Valid rocauc: 95.23%, Test rocauc: 95.29%, Train recall: 0.32%, Valid recall: 0.12%, Test recall: 0.25%
Epoch: 94, Loss: 9.0342, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 96.01%, Valid rocauc: 95.30%, Test rocauc: 95.36%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 95, Loss: 9.0672, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 96.06%, Valid rocauc: 95.32%, Test rocauc: 95.38%, Train recall: 0.00%, Valid recall: 0.00%, Test recall: 0.00%
Epoch: 96, Loss: 8.9285, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 96.15%, Valid rocauc: 95.36%, Test rocauc: 95.40%, Train recall: 0.38%, Valid recall: 0.12%, Test recall: 0.25%
Epoch: 97, Loss: 8.7379, Train acc: 95.97%, Valid acc: 95.72%, Test acc: 95.86%, Train rocauc: 96.24%, Valid rocauc: 95.40%, Test rocauc: 95.42%, Train recall: 1.90%, Valid recall: 1.20%, Test recall: 2.48%
Epoch: 98, Loss: 8.9184, Train acc: 95.91%, Valid acc: 95.68%, Test acc: 95.80%, Train rocauc: 96.23%, Valid rocauc: 95.39%, Test rocauc: 95.43%, Train recall: 0.38%, Valid recall: 0.24%, Test recall: 0.25%
Epoch: 99, Loss: 8.6209, Train acc: 95.91%, Valid acc: 95.67%, Test acc: 95.80%, Train rocauc: 96.25%, Valid rocauc: 95.39%, Test rocauc: 95.44%, Train recall: 0.06%, Valid recall: 0.00%, Test recall: 0.12%
